Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Toyota Camry VI (XV40) Рестайлинг,949000,2011,182080,седан,серебристый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104930519-d0695327/
Toyota Camry VIII (XV70),1800000,2018,112000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104983941-6f44f3b6/
Toyota Camry VII (XV50) Рестайлинг,1620000,2015,120988,седан,серый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104874615-d74bec3a/
Toyota Camry VIII (XV70),2697000,2020,24482,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104975026-df299e7f/
Toyota Camry IV (XV20) Рестайлинг,260000,1999,293000,седан,серый,2.2,140,Бензин,4900,автоматическая,передний,Правый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103180759-b3a98c38/
Toyota Camry VII (XV50) Рестайлинг,1697000,2016,97166,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104975035-fab68ed5/
Toyota Camry VIII (XV70),2767000,2019,26000,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104975020-c69691d6/
Toyota Camry VII (XV50) Рестайлинг 2,1810000,2018,54500,седан,чёрный,2.5,181,"Бензин, газобаллонное оборудование",9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104598076-7be6af8a/
Toyota Camry VIII (XV70),2497000,2020,24636,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104974029-b4a6999c/
Toyota Camry VII (XV50) Рестайлинг 2,1697000,2017,96684,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104760174-8a5d3946/
Toyota Camry VIII (XV70),1865000,2018,34571,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104645825-f7864f96/
Toyota Camry VIII (XV70),1930000,2019,60000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104973743-ccc52d69/
Toyota Camry V (XV30),499000,2003,385772,седан,серый,2.4,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104973377-5b3181e0/
Toyota Camry VII (XV50) Рестайлинг 2,1900000,2017,67837,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104755166-0e4a7894/
Toyota Camry VII (XV50),1145000,2012,127306,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104813384-46896720/
Toyota Camry VII (XV50) Рестайлинг 2,1578000,2017,166685,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104801269-88a1c342/
Toyota Camry VIII (XV70),2125000,2019,102114,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104974105-da6b3ccd/
Toyota Camry VII (XV50) Рестайлинг,,2016,61300,седан,чёрный,2.5,181,Бензин,8869,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104980449-f97fc254/
Toyota Camry VII (XV50) Рестайлинг,1639000,2017,81300,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104716648-4471a538/
Toyota Camry VII (XV50) Рестайлинг,1288000,2015,102000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104796222-4aa93873/
Toyota Camry VIII (XV70),2200000,2020,6000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104936849-eb24bfd8/
Toyota Camry VIII (XV70),2199000,2020,20905,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104763637-70a44c6f/
Toyota Camry VI (XV40),748000,2008,222400,седан,серый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104249378-d983fc0e/
Toyota Camry VII (XV50),1430000,2014,202000,седан,серый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104961975-0870bb65/
Toyota Camry VII (XV50),1186000,2014,210697,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104973756-5034361f/
Toyota Camry VII (XV50) Рестайлинг,1953000,2017,155681,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104970057-68e5fe3e/
Toyota Camry VI (XV40) Рестайлинг,699000,2010,496753,седан,серебристый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,10.5,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104916897-a8ba0c52/
Toyota Camry VIII (XV70),2350000,2020,39054,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104972988-97de30d1/
Toyota Camry VIII (XV70),2149000,2019,54058,седан,синий,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104972787-d65ef714/
Toyota Camry VIII (XV70),2130000,2018,57955,седан,синий,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104969014-a97ca0e5/
Toyota Camry VIII (XV70),1575000,2019,139045,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104003695-98475a20/
Toyota Camry VII (XV50) Рестайлинг 2,1399800,2018,87000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104958861-05f63a1a/
Toyota Camry VII (XV50) Рестайлинг 2,1799000,2017,70500,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104961743-a963406a/
Toyota Camry VIII (XV70),1679000,2020,59826,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104614097-2e3c8a2c/
Toyota Camry VI (XV40),559000,2006,321619,седан,бежевый,3.5,277,Бензин,41550,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104263934-27dc8dc2/
Toyota Camry VIII (XV70),1649000,2019,130000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104956352-2acabbbb/
Toyota Camry VII (XV50),1150000,2014,165921,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104216079-be36546b/
Toyota Camry VIII (XV70),1599800,2019,183000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104958860-5cb991a7/
Toyota Camry VII (XV50) Рестайлинг,1575000,2016,94000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104889983-42add939/
Toyota Camry VII (XV50) Рестайлинг 2,1599000,2017,117000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104726923-7c818d7f/
Toyota Camry VIII (XV70),1865000,2019,92000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104625628-d43737db/
Toyota Camry VII (XV50),1165000,2012,154400,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104026671-05f435a3/
Toyota Camry VIII (XV70),2749000,2020,32377,седан,серый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104956346-ffea7a8f/
Toyota Camry VIII (XV70),2650000,2020,20000,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104812399-02dbcddf/
Toyota Camry VIII (XV70),2079000,2018,132529,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104617919-3b5c9ec4/
Toyota Camry VIII (XV70),2350000,2020,5290,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104798420-6c164591/
Toyota Camry VI (XV40) Рестайлинг,970000,2011,196268,седан,чёрный,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104954464-08477097/
Toyota Camry VIII (XV70) Рестайлинг,2317000,2021,2500,седан,чёрный,2.5,200,Бензин,10000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104684302-7c8525bc/
Toyota Camry VIII (XV70) Рестайлинг,2317000,2021,2500,седан,чёрный,2.5,200,Бензин,10000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104684302-7c8525bc/
Toyota Camry VII (XV50) Рестайлинг,1455000,2015,163493,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104950198-618dfe2d/
Toyota Camry VII (XV50) Рестайлинг,1425000,2017,137686,седан,бежевый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104725361-a40e0a08/
Toyota Camry VII (XV50) Рестайлинг,1530000,2016,86726,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104863197-966d580b/
Toyota Camry VII (XV50) Рестайлинг,1229000,2015,315782,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104069819-84f10352/
Toyota Camry VII (XV50) Рестайлинг,1599000,2015,99571,седан,серый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104091028-761d5d12/
Toyota Camry VIII (XV70),1797000,2020,19750,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104107126-f6259e2d/
Toyota Camry VIII (XV70),2349000,2018,41383,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104948874-dba9189d/
Toyota Camry VIII (XV70),2115000,2018,31500,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104944876-5717c8cd/
Toyota Camry VIII (XV70),2074000,2019,29000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104642072-fbc44032/
Toyota Camry VIII (XV70),2617000,2019,46000,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104923999-85cd2a2f/
Toyota Camry VIII (XV70),2419000,2020,16065,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104944845-a58db22e/
Toyota Camry VIII (XV70),1895000,2019,53559,седан,жёлтый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104613105-14eb52a6/
Toyota Camry VIII (XV70),1499000,2019,151323,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104636590-7b1153ff/
Toyota Camry VII (XV50) Рестайлинг,1500000,2016,62100,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.7,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104581200-f75cdf7a/
Toyota Camry VIII (XV70),2120000,2018,49000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104866188-f9c1e52f/
Toyota Camry VIII (XV70),2257000,2019,77150,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104732298-1f086199/
Toyota Camry VIII (XV70),1499000,2019,160675,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104234686-2c5fbd08/
Toyota Camry VII (XV50) Рестайлинг,1697000,2016,89401,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104938290-4bc928bd/
Toyota Camry VI (XV40) Рестайлинг,830000,2010,169000,седан,чёрный,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104718926-483ccea1/
Toyota Camry VII (XV50) Рестайлинг,1680000,2016,98000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104755262-596fecb8/
Toyota Camry V (XV30),,2003,249000,седан,серый,2.4,152,Бензин,6840,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104960065-053f5afe/
Toyota Camry VIII (XV70),1867000,2020,79927,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104937484-aee6025d/
Toyota Camry VIII (XV70),2900000,2018,38000,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104158141-588f40ab/
Toyota Camry VI (XV40),840000,2008,170310,седан,серебристый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104933866-0c551ed6/
Toyota Camry VIII (XV70),2597111,2019,50000,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104932256-8f4333e8/
Toyota Camry VII (XV50),1333000,2014,127721,седан,серебристый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104232863-7837bb74/
Toyota Camry VI (XV40) Рестайлинг,897000,2011,235037,седан,серый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104929707-407b51b0/
Toyota Camry VI (XV40) Рестайлинг,945000,2009,240600,седан,бежевый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104151369-ae9c7f17/
Toyota Camry VIII (XV70),1838000,2019,20458,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104928529-c251f91a/
Toyota Camry VII (XV50) Рестайлинг 2,1614000,2018,73851,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104716748-1e5c94ba/
Toyota Camry VII (XV50) Рестайлинг,1649000,2015,98400,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104822002-889597c7/
Toyota Camry VIII (XV70),2217000,2019,74000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104920798-40b53ad8/
Toyota Camry VI (XV40) Рестайлинг,965000,2010,237000,седан,серый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104862375-b90e038b/
Toyota Camry VII (XV50) Рестайлинг,1420000,2017,113000,седан,серебристый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104793884-6ee3dc84/
