Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Volkswagen Jetta VI Рестайлинг,1095000,2016,79320,седан,чёрный,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103475572-7dbe59dd/
Volkswagen Jetta VI Рестайлинг,879000,2017,83639,седан,чёрный,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103409991-4ab24f6f/
Volkswagen Jetta V,395000,2008,258000,седан,зелёный,1.6,102,Бензин,2550,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103512447-f0003399/
Volkswagen Jetta VI,665000,2014,154321,седан,чёрный,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103721521-e3bc357b/
Volkswagen Jetta VI,520000,2012,250000,седан,коричневый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103763069-5c9d7008/
Volkswagen Jetta VI,775000,2012,69669,седан,чёрный,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103640569-78cd29c0/
Volkswagen Jetta VI Рестайлинг,1027000,2017,55959,седан,серый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103637409-566a83e3/
Volkswagen Jetta VI Рестайлинг,1075000,2016,73000,седан,бежевый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103540817-93511fe2/
Volkswagen Jetta VI,479990,2011,198392,седан,белый,1.4,122,Бензин,3050,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103395468-1bd4f30b/
Volkswagen Jetta VI,667000,2012,97000,седан,серебристый,1.4,122,Бензин,3050,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103396215-d442ae64/
Volkswagen Jetta VI,740000,2013,153407,седан,синий,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103564512-8524ad46/
Volkswagen Jetta VI Рестайлинг,765000,2015,148977,седан,серебристый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103387052-53283b72/
Volkswagen Jetta VI Рестайлинг,820000,2016,60158,седан,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102806861-8c0b8341/
Volkswagen Jetta VII,1299000,2018,13564,седан,серый,1.4,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103679502-24c5343d/
Volkswagen Jetta VII,1299000,2018,13564,седан,серый,1.4,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103679502-24c5343d/
Volkswagen Jetta VI Рестайлинг,615000,2015,234368,седан,чёрный,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103156063-838bd02f/
Volkswagen Jetta VI,759999,2012,118452,седан,серебристый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103710368-d57a2145/
Volkswagen Jetta VI Рестайлинг,1249000,2018,60500,седан,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103700218-4a44dc70/
Volkswagen Jetta VI,638000,2014,75770,седан,белый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102879248-73b3af2a/
Volkswagen Jetta VI Рестайлинг,850000,2016,65809,седан,серебристый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102863640-60ee33f8/
Volkswagen Jetta VI Рестайлинг,820000,2016,66837,седан,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103036444-c2cd317b/
Volkswagen Jetta VI,612000,2012,170355,седан,коричневый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103705368-836a9236/
Volkswagen Jetta V,429000,2008,181463,седан,синий,1.6,102,Бензин,2550,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103358487-b369987c/
Volkswagen Jetta VI,929000,2014,66911,седан,чёрный,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103668547-aed123e8/
Volkswagen Jetta VI,869000,2014,19300,седан,серебристый,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103626663-ec00b001/
Volkswagen Jetta V,405000,2010,160253,седан,чёрный,1.6,102,Бензин,2550,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103394339-797e48b8/
Volkswagen Jetta VI Рестайлинг,947778,2016,92902,седан,серебристый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103703630-24a039a3/
Volkswagen Jetta VI,729000,2013,104750,седан,серебристый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103377465-70f509c9/
Volkswagen Jetta VI,569000,2011,103323,седан,синий,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103700398-0e751127/
Volkswagen Jetta V,415000,2010,173000,седан,серебристый,1.6,102,Бензин,2550,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103762159-36ee775b/
Volkswagen Jetta V,390000,2008,350000,седан,чёрный,1.6,102,Бензин,2550,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103703289-494dccf7/
,,2008,280000,седан,серебристый,1.6,102,Бензин,3468,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103725639-e6ffe1b0/
Volkswagen Jetta VI Рестайлинг,1050000,2017,63477,седан,синий,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103442085-19cdcd53/
Volkswagen Jetta VI,619000,2012,260890,седан,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103506001-bcb25ee4/
Volkswagen Jetta VI,660000,2013,136643,седан,серый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103506154-16bf9d79/
Volkswagen Jetta VI,440000,2011,269174,седан,чёрный,1.4,122,Бензин,3050,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102713994-2ba90acf/
Volkswagen Jetta VI,609000,2011,96493,седан,серебристый,1.4,150,Бензин,5100,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103323508-b7da7906/
Volkswagen Jetta VII,1773293,2020,16439,седан,серый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103676331-1034a79d/
Volkswagen Jetta VI,699000,2013,112816,седан,серебристый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103390720-e6056532/
Volkswagen Jetta VI,759000,2014,119831,седан,белый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103661263-e01a091b/
Volkswagen Jetta VI Рестайлинг,950000,2016,32000,седан,красный,1.4,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103449930-02b880f3/
Volkswagen Jetta VI Рестайлинг,804000,2016,108108,седан,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103678763-46a7ab26/
Volkswagen Jetta VI Рестайлинг,850000,2017,85000,седан,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103755894-9dce139c/
Volkswagen Jetta V,342000,2010,157780,седан,серебристый,1.6,102,Бензин,2550,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103179094-a4fb3bf5/
Volkswagen Jetta VI Рестайлинг,820000,2015,96300,седан,серый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103484855-c7121f64/
Volkswagen Jetta VI Рестайлинг,1055000,2016,56000,седан,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103651983-c418f518/
Volkswagen Jetta V,365000,2006,169000,седан,синий,1.6,102,Бензин,2550,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103651413-f309c0a6/
Volkswagen Jetta VI,600000,2012,218000,седан,серый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103753833-497639c2/
Volkswagen Jetta VI,710000,2013,194000,седан,чёрный,1.4,150,Бензин,5250,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103751032-f6fca087/
Volkswagen Jetta VI,645000,2012,181677,седан,чёрный,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103617412-f56e1fc9/
Volkswagen Jetta V,420000,2008,246306,седан,чёрный,1.6,102,Бензин,2550,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103605728-d3f7cea7/
Volkswagen Jetta VI Рестайлинг,990000,2016,135990,седан,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103598491-0527afc0/
Volkswagen Jetta VI Рестайлинг,979000,2016,45136,седан,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103570545-9d0ffbb6/
Volkswagen Jetta VI,525000,2011,135000,седан,серебристый,1.4,122,Бензин,3050,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103744153-ec430585/
Volkswagen Jetta VI Рестайлинг,1019000,2016,60245,седан,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102998912-7507852f/
Volkswagen Jetta V,379000,2010,173886,седан,чёрный,1.6,102,Бензин,3468,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103519413-1bf50e59/
Volkswagen Jetta VI Рестайлинг,715000,2015,103102,седан,чёрный,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103553855-f78ed174/
Volkswagen Jetta VI Рестайлинг,685000,2015,50000,седан,серебристый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103236179-f1ecc569/
Volkswagen Jetta VII,1310000,2018,27135,седан,серый,1.4,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103574690-423fbf5e/
Volkswagen Jetta VII,2100000,2020,10000,седан,синий,1.4,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102763828-8abeb763/
Volkswagen Jetta VI Рестайлинг,950000,2016,50700,седан,серый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103738698-67b93214/
Volkswagen Jetta VI,555000,2013,127000,седан,белый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103275159-e5d956eb/
Volkswagen Jetta VI Рестайлинг,570000,2015,165000,седан,серебристый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103734789-b8142704/
Volkswagen Jetta VI,700000,2014,100000,седан,коричневый,1.4,122,Бензин,3050,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103486873-ef76bd31/
Volkswagen Jetta VI,510000,2012,205000,седан,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1086296874-34b24b64/
Volkswagen Jetta VI,465000,2012,112700,седан,чёрный,1.4,150,Бензин,5250,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103502799-a77c79e4/
Volkswagen Jetta VI,620000,2014,143000,седан,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103329257-927069d5/
Volkswagen Jetta VI Рестайлинг,990000,2017,119000,седан,серый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102112000-9ff6deed/
Volkswagen Jetta II,24999,1988,250000,седан,красный,1.6,70,Бензин,840,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103564348-9bd2dd60/
Volkswagen Jetta VI Рестайлинг,990000,2016,52161,седан,чёрный,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102699192-1bba39e6/
Volkswagen Jetta VI Рестайлинг,725000,2014,60000,седан,чёрный,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103463944-f5018ee6/
Volkswagen Jetta VI,750000,2013,80000,седан,чёрный,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102375383-7d4f4837/
Volkswagen Jetta V,430000,2009,150000,седан,пурпурный,1.6,102,Бензин,2550,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103634921-8771beb1/
Volkswagen Jetta VI,690000,2013,182000,седан,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103725238-ba57edfc/
Volkswagen Jetta VI Рестайлинг,970000,2016,60833,седан,серебристый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102671513-5365672f/
Volkswagen Jetta VI Рестайлинг,1030000,2017,80000,седан,коричневый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103564747-0d1cc9e0/
Volkswagen Jetta V,419000,2008,219672,седан,чёрный,1.6,102,Бензин,2550,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103489593-11708da1/
Volkswagen Jetta VI Рестайлинг,1070000,2016,53100,седан,синий,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103595685-6d649b09/
Volkswagen Jetta V,405000,2008,188000,седан,синий,1.6,102,Бензин,2550,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103736788-f49c0508/
Volkswagen Jetta V,480000,2009,113000,седан,чёрный,1.6,102,Бензин,2550,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103703879-649056d7/
Volkswagen Jetta VI,715000,2014,163000,седан,коричневый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103535547-310b479c/
Volkswagen Jetta VI Рестайлинг,915000,2016,133000,седан,синий,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1096918722-4fecfa98/
Volkswagen Jetta VI,650000,2014,142000,седан,коричневый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1096799128-9c36d5b4/
Volkswagen Jetta II,60000,1989,300000,седан,красный,1.8,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1093509672-c14ca56e/
Volkswagen Jetta II,520000,1990,271000,седан,серебристый,1.6,75,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1101141398-abcdade1/
Volkswagen Jetta VI Рестайлинг,650000,2015,159500,седан,белый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103072128-3d1df2fe/
Volkswagen Jetta VI,540000,2014,168000,седан,белый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1102819635-710372ef/
Volkswagen Jetta VI,670000,2014,126000,седан,коричневый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103657772-15b98ecd/
Volkswagen Jetta IV,150000,2002,262809,седан,белый,2.0,116,Бензин,2900,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1103698421-d1905eb5/
Volkswagen Jetta VI Рестайлинг,675000,2016,131045,седан,чёрный,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/volkswagen/jetta/1095696942-6c83b9ae/
